ZipCode,MedianIncome
37829,C: 40-60k
37830,C: 40-60k
37840,B: 20-40k
37841,B: 20-40k
37843,B: 20-40k
37845,B: 20-40k
37846,B: 20-40k
37847,B: 20-40k
37849,C: 40-60k
37851,A: 0-20k
37852,B: 20-40k
37853,B: 20-40k
37854,B: 20-40k
37857,B: 20-40k
37860,C: 40-60k
37861,B: 20-40k
37862,B: 20-40k
37863,B: 20-40k
37865,C: 40-60k
37866,C: 40-60k
37869,B: 20-40k
37870,B: 20-40k
37871,C: 40-60k
37872,B: 20-40k
37873,B: 20-40k
37874,B: 20-40k
37876,C: 40-60k
37877,C: 40-60k
37878,B: 20-40k
37879,B: 20-40k
37880,C: 40-60k
37881,B: 20-40k
37882,C: 40-60k
37885,C: 40-60k
37886,C: 40-60k
37887,B: 20-40k
37888,B: 20-40k
37890,C: 40-60k
37891,B: 20-40k
37892,B: 20-40k
37902,B: 20-40k
37909,C: 40-60k
37912,B: 20-40k
37914,B: 20-40k
37915,A: 0-20k
37916,A: 0-20k
37917,B: 20-40k
37918,C: 40-60k
37919,C: 40-60k
37920,B: 20-40k
37921,C: 40-60k
37922,E: 80-100k
37923,C: 40-60k
37924,C: 40-60k
37931,D: 60-80k
37932,D: 60-80k
37934,E: 80-100k
37938,D: 60-80k
38001,B: 20-40k
38002,E: 80-100k
38004,E: 80-100k
38006,C: 40-60k
38007,B: 20-40k
38008,B: 20-40k
38011,C: 40-60k
38012,B: 20-40k
38015,B: 20-40k
38016,D: 60-80k
38017,F: 100-120k
38018,D: 60-80k
38019,B: 20-40k
38021,C: 40-60k
38023,C: 40-60k
38024,C: 40-60k
38028,E: 80-100k
38030,C: 40-60k
38034,B: 20-40k
38036,A: 0-20k
38037,B: 20-40k
38039,B: 20-40k
38040,B: 20-40k
38041,B: 20-40k
38042,B: 20-40k
38044,C: 40-60k
38046,D: 60-80k
38049,B: 20-40k
38050,B: 20-40k
38052,B: 20-40k
38053,C: 40-60k
38054,E: 80-100k
38057,C: 40-60k
38058,D: 60-80k
38059,C: 40-60k
38060,D: 60-80k
38061,B: 20-40k
38063,B: 20-40k
38066,C: 40-60k
38067,B: 20-40k
38068,C: 40-60k
38069,B: 20-40k
38070,B: 20-40k
38075,B: 20-40k
38076,C: 40-60k
38079,B: 20-40k
38080,B: 20-40k
38103,D: 60-80k
38104,B: 20-40k
38105,A: 0-20k
38106,B: 20-40k
38107,B: 20-40k
38108,B: 20-40k
38109,B: 20-40k
38111,B: 20-40k
38112,B: 20-40k
38114,B: 20-40k
38115,B: 20-40k
38116,B: 20-40k
38117,D: 60-80k
38118,B: 20-40k
38119,C: 40-60k
38120,E: 80-100k
38122,B: 20-40k
38125,D: 60-80k
38126,A: 0-20k
38127,B: 20-40k
38128,B: 20-40k
38133,D: 60-80k
38134,C: 40-60k
38135,D: 60-80k
38138,E: 80-100k
38139,G: 120-140k
38141,C: 40-60k
38201,B: 20-40k
38220,B: 20-40k
38221,B: 20-40k
38222,B: 20-40k
38224,B: 20-40k
38225,B: 20-40k
38226,A: 0-20k
38229,C: 40-60k
38230,C: 40-60k
38231,B: 20-40k
38232,B: 20-40k
38233,B: 20-40k
38235,B: 20-40k
38236,C: 40-60k
38237,B: 20-40k
38240,B: 20-40k
38241,B: 20-40k
38242,B: 20-40k
38251,C: 40-60k
38253,C: 40-60k
38254,B: 20-40k
38255,B: 20-40k
38256,C: 40-60k
38257,B: 20-40k
38258,B: 20-40k
38259,B: 20-40k
38260,C: 40-60k
38261,C: 40-60k
38301,B: 20-40k
38305,C: 40-60k
38310,B: 20-40k
38311,C: 40-60k
38313,B: 20-40k
38315,B: 20-40k
38316,C: 40-60k
38317,B: 20-40k
38318,A: 0-20k
38320,B: 20-40k
38321,B: 20-40k
38326,C: 40-60k
38327,B: 20-40k
38328,C: 40-60k
38329,B: 20-40k
38330,B: 20-40k
38332,B: 20-40k
38333,B: 20-40k
38334,C: 40-60k
38337,B: 20-40k
38339,B: 20-40k
38340,C: 40-60k
38341,B: 20-40k
38342,B: 20-40k
38343,B: 20-40k
38344,B: 20-40k
38345,C: 40-60k
38347,B: 20-40k
38348,C: 40-60k
38351,C: 40-60k
38352,C: 40-60k
38355,D: 60-80k
38356,B: 20-40k
38357,B: 20-40k
38358,B: 20-40k
38359,B: 20-40k
38361,C: 40-60k
38362,C: 40-60k
38363,B: 20-40k
38366,C: 40-60k
38367,B: 20-40k
38368,B: 20-40k
38369,B: 20-40k
38370,B: 20-40k
38371,B: 20-40k
38372,B: 20-40k
38374,B: 20-40k
38375,B: 20-40k
38379,C: 40-60k
38380,B: 20-40k
38381,C: 40-60k
38382,B: 20-40k
38387,C: 40-60k
38388,B: 20-40k
38390,C: 40-60k
38391,C: 40-60k
38392,E: 80-100k
38401,C: 40-60k
38425,B: 20-40k
38449,B: 20-40k
38450,B: 20-40k
38451,C: 40-60k
38452,B: 20-40k
38454,C: 40-60k
38455,B: 20-40k
38456,B: 20-40k
38457,C: 40-60k
38459,C: 40-60k
38460,B: 20-40k
38461,C: 40-60k
38462,B: 20-40k
38463,C: 40-60k
38464,B: 20-40k
38468,C: 40-60k
38469,C: 40-60k
38471,C: 40-60k
38472,C: 40-60k
38473,C: 40-60k
38474,C: 40-60k
38475,B: 20-40k
38476,D: 60-80k
38477,C: 40-60k
38478,C: 40-60k
38481,C: 40-60k
38482,C: 40-60k
38483,C: 40-60k
38485,B: 20-40k
38486,B: 20-40k
38487,B: 20-40k
38488,C: 40-60k
38501,B: 20-40k
38504,B: 20-40k
38506,C: 40-60k
38541,B: 20-40k
38543,B: 20-40k
38544,B: 20-40k
38545,B: 20-40k
38547,D: 60-80k
38548,C: 40-60k
38549,B: 20-40k
38551,B: 20-40k
38552,C: 40-60k
38553,B: 20-40k
38554,B: 20-40k
38555,B: 20-40k
38556,B: 20-40k
38558,C: 40-60k
38559,B: 20-40k
38560,C: 40-60k
38562,B: 20-40k
38563,C: 40-60k
38564,B: 20-40k
38565,B: 20-40k
38567,C: 40-60k
38568,B: 20-40k
38569,C: 40-60k
38570,B: 20-40k
38571,B: 20-40k
38572,B: 20-40k
38573,C: 40-60k
38574,B: 20-40k
38575,C: 40-60k
38577,C: 40-60k
38578,B: 20-40k
38579,B: 20-40k
38580,C: 40-60k
38581,C: 40-60k
38582,C: 40-60k
38583,B: 20-40k
38585,B: 20-40k
38587,B: 20-40k
38588,C: 40-60k
38589,A: 0-20k
38601,D: 60-80k
38603,B: 20-40k
38606,C: 40-60k
38610,B: 20-40k
38611,C: 40-60k
38614,B: 20-40k
38617,B: 20-40k
38618,B: 20-40k
38619,B: 20-40k
38620,B: 20-40k
38621,B: 20-40k
38622,B: 20-40k
38623,A: 0-20k
38625,B: 20-40k
38626,B: 20-40k
38627,B: 20-40k
38629,C: 40-60k
38631,A: 0-20k
38632,D: 60-80k
38633,B: 20-40k
38635,B: 20-40k
38637,C: 40-60k
38639,A: 0-20k
38641,C: 40-60k
38642,C: 40-60k
38643,B: 20-40k
38644,B: 20-40k
38645,B: 20-40k
38646,B: 20-40k
38647,B: 20-40k
38650,B: 20-40k
38651,D: 60-80k
38652,B: 20-40k
38654,D: 60-80k
38655,C: 40-60k
38658,B: 20-40k
38659,B: 20-40k
38661,B: 20-40k
38663,B: 20-40k
38664,B: 20-40k
38665,C: 40-60k
38666,B: 20-40k
38668,C: 40-60k
38670,B: 20-40k
38671,C: 40-60k
38672,E: 80-100k
38673,B: 20-40k
38674,C: 40-60k
38676,B: 20-40k
38677,A: 0-20k
38680,C: 40-60k
38683,B: 20-40k
38701,B: 20-40k
38703,B: 20-40k
38720,B: 20-40k
38721,B: 20-40k
38722,A: 0-20k
38725,B: 20-40k
38726,B: 20-40k
38730,B: 20-40k
38731,A: 0-20k
38732,B: 20-40k
38736,B: 20-40k
38737,B: 20-40k
38738,B: 20-40k
38740,B: 20-40k
38744,B: 20-40k
38746,B: 20-40k
38748,B: 20-40k
38751,B: 20-40k
38753,B: 20-40k
38754,B: 20-40k
38756,B: 20-40k
38759,C: 40-60k
38760,A: 0-20k
38761,A: 0-20k
38762,B: 20-40k
38764,B: 20-40k
38769,B: 20-40k
38771,B: 20-40k
38772,B: 20-40k
38773,B: 20-40k
38774,B: 20-40k
38778,B: 20-40k
38781,A: 0-20k
38801,B: 20-40k
38804,C: 40-60k
38821,B: 20-40k
38824,B: 20-40k
38826,C: 40-60k
38827,B: 20-40k
38828,B: 20-40k
38829,B: 20-40k
38833,B: 20-40k
38834,B: 20-40k
38838,C: 40-60k
38841,B: 20-40k
38843,B: 20-40k
38844,B: 20-40k
38846,B: 20-40k
38847,B: 20-40k
38848,C: 40-60k
38849,C: 40-60k
38850,B: 20-40k
38851,B: 20-40k
38852,B: 20-40k
38855,B: 20-40k
38856,C: 40-60k
38857,C: 40-60k
38858,B: 20-40k
38859,C: 40-60k
38860,B: 20-40k
38862,B: 20-40k
38863,C: 40-60k
38864,C: 40-60k
38865,B: 20-40k
38866,C: 40-60k
38868,B: 20-40k
38869,B: 20-40k
38870,C: 40-60k
38871,C: 40-60k
38873,B: 20-40k
38876,B: 20-40k
38878,B: 20-40k
38879,B: 20-40k
38901,B: 20-40k
38913,C: 40-60k
38914,B: 20-40k
38915,B: 20-40k
38916,B: 20-40k
38917,B: 20-40k
38920,B: 20-40k
38921,B: 20-40k
38922,B: 20-40k
38923,B: 20-40k
38924,A: 0-20k
38925,B: 20-40k
38927,B: 20-40k
38928,B: 20-40k
38929,A: 0-20k
38930,B: 20-40k
38940,C: 40-60k
38941,B: 20-40k
38943,F: 100-120k
38946,B: 20-40k
38947,B: 20-40k
38948,B: 20-40k
38951,B: 20-40k
38952,B: 20-40k
38953,D: 60-80k
38954,A: 0-20k
38957,C: 40-60k
38961,C: 40-60k
38963,B: 20-40k
38964,E: 80-100k
38965,B: 20-40k
38966,B: 20-40k
38967,B: 20-40k
39038,B: 20-40k
39039,C: 40-60k
39040,B: 20-40k
39041,B: 20-40k
39042,D: 60-80k
39044,C: 40-60k
39045,B: 20-40k
39046,C: 40-60k
39047,D: 60-80k
39051,B: 20-40k
39054,C: 40-60k
39056,C: 40-60k
39057,B: 20-40k
39059,B: 20-40k
39062,B: 20-40k
39063,B: 20-40k
39066,C: 40-60k
39067,C: 40-60k
39069,A: 0-20k
39071,C: 40-60k
39073,C: 40-60k
39074,B: 20-40k
39079,B: 20-40k
39082,B: 20-40k
39083,B: 20-40k
39086,B: 20-40k
39088,D: 60-80k
39090,B: 20-40k
39092,B: 20-40k
39094,B: 20-40k
39095,B: 20-40k
39096,B: 20-40k
39097,B: 20-40k
39108,B: 20-40k
39110,E: 80-100k
39111,B: 20-40k
39113,A: 0-20k
39114,B: 20-40k
39116,C: 40-60k
39117,B: 20-40k
39119,B: 20-40k
39120,B: 20-40k
39140,B: 20-40k
39144,B: 20-40k
39145,C: 40-60k
39146,B: 20-40k
39149,B: 20-40k
39150,B: 20-40k
39152,C: 40-60k
39153,B: 20-40k
39154,D: 60-80k
39156,C: 40-60k
39157,C: 40-60k
39159,B: 20-40k
39160,B: 20-40k
39162,B: 20-40k
39166,B: 20-40k
39168,B: 20-40k
39169,A: 0-20k
39170,C: 40-60k
39174,B: 20-40k
39175,B: 20-40k
39176,B: 20-40k
39177,C: 40-60k
39179,B: 20-40k
39180,C: 40-60k
39183,C: 40-60k
39189,B: 20-40k
39191,B: 20-40k
39192,B: 20-40k
39194,B: 20-40k
39201,C: 40-60k
39202,B: 20-40k
39203,A: 0-20k
39204,B: 20-40k
39206,B: 20-40k
39208,C: 40-60k
39209,B: 20-40k
39211,C: 40-60k
39212,B: 20-40k
39213,B: 20-40k
39216,C: 40-60k
39218,C: 40-60k
39232,C: 40-60k
39272,C: 40-60k
39301,B: 20-40k
39305,C: 40-60k
39307,B: 20-40k
39320,D: 60-80k
39322,B: 20-40k
39323,B: 20-40k
39325,C: 40-60k
39327,C: 40-60k
39328,B: 20-40k
39330,C: 40-60k
39332,B: 20-40k
39335,B: 20-40k
39336,B: 20-40k
39337,B: 20-40k
39338,B: 20-40k
39339,B: 20-40k
39341,B: 20-40k
39342,B: 20-40k
39345,B: 20-40k
39346,B: 20-40k
39347,B: 20-40k
39350,B: 20-40k
39352,C: 40-60k
39354,B: 20-40k
39355,B: 20-40k
39358,B: 20-40k
39359,C: 40-60k
39360,B: 20-40k
39361,B: 20-40k
39362,B: 20-40k
39363,B: 20-40k
39364,C: 40-60k
39365,B: 20-40k
39366,B: 20-40k
39367,B: 20-40k
39401,B: 20-40k
39402,C: 40-60k
39421,B: 20-40k
39422,B: 20-40k
39423,B: 20-40k
39425,C: 40-60k
39426,C: 40-60k
39427,B: 20-40k
39428,B: 20-40k
39429,B: 20-40k
39437,B: 20-40k
39439,B: 20-40k
39440,B: 20-40k
39443,C: 40-60k
39451,C: 40-60k
39452,C: 40-60k
39455,B: 20-40k
39456,B: 20-40k
39459,C: 40-60k
39461,C: 40-60k
39462,C: 40-60k
39464,C: 40-60k
39465,C: 40-60k
39466,B: 20-40k
39470,B: 20-40k
39474,B: 20-40k
39475,C: 40-60k
39476,B: 20-40k
39477,B: 20-40k
39478,C: 40-60k
39479,B: 20-40k
39480,C: 40-60k
39481,C: 40-60k
39482,C: 40-60k
39483,B: 20-40k
39501,B: 20-40k
39503,C: 40-60k
39507,C: 40-60k
39520,B: 20-40k
39525,D: 60-80k
39530,B: 20-40k
39531,B: 20-40k
39532,C: 40-60k
39540,C: 40-60k
39553,C: 40-60k
39556,C: 40-60k
39560,C: 40-60k
39561,D: 60-80k
39562,C: 40-60k
39563,B: 20-40k
39564,C: 40-60k
39565,C: 40-60k
39567,B: 20-40k
39571,C: 40-60k
39572,B: 20-40k
39573,C: 40-60k
39574,C: 40-60k
39576,B: 20-40k
39577,C: 40-60k
39581,B: 20-40k
39601,B: 20-40k
39629,C: 40-60k
39630,B: 20-40k
39631,B: 20-40k
39633,B: 20-40k
39635,B: 20-40k
39638,B: 20-40k
39641,B: 20-40k
39643,B: 20-40k
39645,B: 20-40k
39647,D: 60-80k
39648,B: 20-40k
39652,B: 20-40k
39653,C: 40-60k
39654,B: 20-40k
39656,B: 20-40k
39657,B: 20-40k
39661,B: 20-40k
39662,B: 20-40k
39663,B: 20-40k
39664,B: 20-40k
39665,C: 40-60k
39666,B: 20-40k
39667,B: 20-40k
39669,B: 20-40k
39701,B: 20-40k
39702,B: 20-40k
39705,C: 40-60k
39730,B: 20-40k
39735,B: 20-40k
39736,A: 0-20k
39737,C: 40-60k
39739,B: 20-40k
39740,D: 60-80k
39741,C: 40-60k
39743,B: 20-40k
39744,B: 20-40k
39745,B: 20-40k
39746,C: 40-60k
39747,B: 20-40k
39750,B: 20-40k
39751,C: 40-60k
39752,C: 40-60k
39755,B: 20-40k
39756,B: 20-40k
39759,B: 20-40k
39766,C: 40-60k
39767,B: 20-40k
39769,B: 20-40k
39772,B: 20-40k
39773,B: 20-40k
39776,B: 20-40k
39813,B: 20-40k
39815,B: 20-40k
39817,B: 20-40k
39819,B: 20-40k
39823,B: 20-40k
39824,A: 0-20k
39825,A: 0-20k
39826,B: 20-40k
39827,B: 20-40k
39828,B: 20-40k
39834,C: 40-60k
39836,B: 20-40k
39837,B: 20-40k
39840,B: 20-40k
39841,B: 20-40k
39842,B: 20-40k
39845,B: 20-40k
39846,B: 20-40k
39851,A: 0-20k
39854,B: 20-40k
39859,B: 20-40k
39861,B: 20-40k
39862,C: 40-60k
39866,B: 20-40k
39867,B: 20-40k
39870,B: 20-40k
39877,B: 20-40k
39885,B: 20-40k
39886,B: 20-40k
39897,B: 20-40k
40003,D: 60-80k
40004,C: 40-60k
40006,C: 40-60k
40008,C: 40-60k
40009,B: 20-40k
40010,D: 60-80k
40011,C: 40-60k
40012,C: 40-60k
40013,C: 40-60k
40014,E: 80-100k
40019,B: 20-40k
40020,C: 40-60k
40022,D: 60-80k
40023,F: 100-120k
40025,L: 240-260k
40026,E: 80-100k
40031,D: 60-80k
40033,B: 20-40k
40037,C: 40-60k
40040,B: 20-40k
40045,C: 40-60k
40046,C: 40-60k
40047,D: 60-80k
40050,B: 20-40k
40051,C: 40-60k
40052,C: 40-60k
40055,D: 60-80k
40056,D: 60-80k
40057,C: 40-60k
40058,A: 0-20k
40059,F: 100-120k
40060,B: 20-40k
40062,C: 40-60k
40065,C: 40-60k
40067,E: 80-100k
40068,C: 40-60k
40069,C: 40-60k
40070,D: 60-80k
40071,D: 60-80k
40075,B: 20-40k
40076,C: 40-60k
40077,C: 40-60k
40078,B: 20-40k
40104,B: 20-40k
40107,C: 40-60k
40108,C: 40-60k
40109,C: 40-60k
40111,B: 20-40k
40115,B: 20-40k
40117,C: 40-60k
40118,C: 40-60k
40119,C: 40-60k
40121,C: 40-60k
40140,C: 40-60k
40142,C: 40-60k
40143,C: 40-60k
40144,C: 40-60k
40145,D: 60-80k
40146,C: 40-60k
40150,C: 40-60k
40152,B: 20-40k
40155,B: 20-40k
40157,C: 40-60k
40160,C: 40-60k
40162,D: 60-80k
40165,C: 40-60k
40170,C: 40-60k
40175,C: 40-60k
40176,C: 40-60k
40177,C: 40-60k
40178,C: 40-60k
40202,A: 0-20k
40203,A: 0-20k
40204,C: 40-60k
40205,D: 60-80k
40206,C: 40-60k
40207,D: 60-80k
40208,B: 20-40k
40209,B: 20-40k
21401,E: 80-100k
21402,E: 80-100k
21403,E: 80-100k
21409,F: 100-120k
21502,B: 20-40k
21520,C: 40-60k
21521,C: 40-60k
21522,E: 80-100k
21523,C: 40-60k
21524,B: 20-40k
21529,C: 40-60k
21530,B: 20-40k
21531,C: 40-60k
21532,C: 40-60k
21536,C: 40-60k
21538,B: 20-40k
21539,C: 40-60k
21540,B: 20-40k
21541,C: 40-60k
21542,B: 20-40k
21543,C: 40-60k
21545,C: 40-60k
21550,C: 40-60k
21555,C: 40-60k
21557,C: 40-60k
21561,D: 60-80k
21562,C: 40-60k
21601,C: 40-60k
21607,E: 80-100k
21610,C: 40-60k
21612,C: 40-60k
21613,C: 40-60k
21617,E: 80-100k
21619,E: 80-100k
21620,C: 40-60k
21622,C: 40-60k
21623,D: 60-80k
21624,D: 60-80k
21625,C: 40-60k
21626,C: 40-60k
21628,D: 60-80k
21629,C: 40-60k
21631,D: 60-80k
21632,C: 40-60k
21634,E: 80-100k
21635,D: 60-80k
21636,D: 60-80k
21638,E: 80-100k
21639,C: 40-60k
21640,C: 40-60k
21641,D: 60-80k
21643,C: 40-60k
21645,D: 60-80k
21647,D: 60-80k
21648,C: 40-60k
21649,C: 40-60k
21651,C: 40-60k
21652,G: 120-140k
21653,F: 100-120k
21654,D: 60-80k
21655,D: 60-80k
21657,D: 60-80k
21658,F: 100-120k
21659,D: 60-80k
21660,C: 40-60k
21661,C: 40-60k
21662,D: 60-80k
21663,D: 60-80k
21664,C: 40-60k
21665,D: 60-80k
21666,E: 80-100k
21668,D: 60-80k
21669,C: 40-60k
21671,D: 60-80k
21672,B: 20-40k
21673,D: 60-80k
21675,B: 20-40k
21676,C: 40-60k
21677,E: 80-100k
21678,D: 60-80k
21679,E: 80-100k
21701,D: 60-80k
21702,D: 60-80k
21703,D: 60-80k
21704,F: 100-120k
21710,F: 100-120k
21711,D: 60-80k
21713,D: 60-80k
21716,C: 40-60k
21718,D: 60-80k
21719,C: 40-60k
21722,C: 40-60k
21723,G: 120-140k
21727,D: 60-80k
21733,E: 80-100k
21734,C: 40-60k
21737,I: 160-180k
21738,J: 200-220k
21740,C: 40-60k
21742,D: 60-80k
21750,C: 40-60k
21754,G: 120-140k
21755,E: 80-100k
21756,E: 80-100k
21757,D: 60-80k
21758,E: 80-100k
21762,G: 120-140k
21766,B: 20-40k
21767,B: 20-40k
21769,F: 100-120k
21770,F: 100-120k
21771,F: 100-120k
21773,E: 80-100k
21774,F: 100-120k
21776,D: 60-80k
21777,F: 100-120k
21778,E: 80-100k
21779,F: 100-120k
21780,D: 60-80k
21782,D: 60-80k
21783,D: 60-80k
21784,F: 100-120k
21787,D: 60-80k
21788,D: 60-80k
21791,D: 60-80k
21793,E: 80-100k
21794,I: 160-180k
21795,C: 40-60k
21797,G: 120-140k
21798,E: 80-100k
21801,C: 40-60k
21804,C: 40-60k
21811,D: 60-80k
21813,E: 80-100k
21814,B: 20-40k
21817,B: 20-40k
21821,B: 20-40k
21822,C: 40-60k
21824,B: 20-40k
21826,D: 60-80k
21829,C: 40-60k
21830,D: 60-80k
21835,D: 60-80k
21837,D: 60-80k
21838,D: 60-80k
21840,C: 40-60k
21841,D: 60-80k
21842,C: 40-60k
21849,C: 40-60k
21850,C: 40-60k
21851,C: 40-60k
21853,B: 20-40k
21856,C: 40-60k
21861,C: 40-60k
21862,C: 40-60k
21863,C: 40-60k
21864,D: 60-80k
21865,E: 80-100k
21869,D: 60-80k
21871,C: 40-60k
21872,D: 60-80k
21874,C: 40-60k
21875,C: 40-60k
21901,D: 60-80k
21903,D: 60-80k
21904,D: 60-80k
21911,D: 60-80k
21912,D: 60-80k
21913,B: 20-40k
21914,C: 40-60k
21915,D: 60-80k
21917,E: 80-100k
21918,E: 80-100k
21919,C: 40-60k
21920,B: 20-40k
21921,D: 60-80k
21930,D: 60-80k
22003,E: 80-100k
22015,G: 120-140k
22025,F: 100-120k
22026,E: 80-100k
22027,J: 180-200k
22030,F: 100-120k
22031,F: 100-120k
22032,H: 140-160k
22033,F: 100-120k
22039,J: 200-220k
22041,D: 60-80k
22042,E: 80-100k
22043,F: 100-120k
22044,D: 60-80k
22046,G: 120-140k
22060,D: 60-80k
22066,K: 220-240k
22079,F: 100-120k
22101,I: 160-180k
22102,F: 100-120k
22124,H: 140-160k
22125,F: 100-120k
22134,C: 40-60k
22150,E: 80-100k
22151,F: 100-120k
22152,F: 100-120k
22153,G: 120-140k
22172,D: 60-80k
22180,G: 120-140k
22181,G: 120-140k
22182,I: 160-180k
22191,E: 80-100k
22192,E: 80-100k
22193,E: 80-100k
22201,F: 100-120k
22202,F: 100-120k
22203,E: 80-100k
22204,D: 60-80k
22205,I: 160-180k
22206,F: 100-120k
22207,I: 160-180k
22209,F: 100-120k
22211,B: 20-40k
22213,H: 140-160k
22301,G: 120-140k
22302,E: 80-100k
22303,E: 80-100k
22304,D: 60-80k
22305,E: 80-100k
22306,D: 60-80k
22307,F: 100-120k
22308,I: 160-180k
22309,E: 80-100k
22310,F: 100-120k
22311,D: 60-80k
22312,D: 60-80k
22314,G: 120-140k
22315,G: 120-140k
22401,C: 40-60k
22405,E: 80-100k
22406,E: 80-100k
22407,D: 60-80k
22408,E: 80-100k
22427,C: 40-60k
22432,C: 40-60k
22433,E: 80-100k
22435,C: 40-60k
22436,C: 40-60k
22437,C: 40-60k
22438,E: 80-100k
22443,C: 40-60k
22448,C: 40-60k
22454,C: 40-60k
22460,C: 40-60k
22469,B: 20-40k
22473,C: 40-60k
22476,C: 40-60k
22480,D: 60-80k
22482,B: 20-40k
22485,E: 80-100k
22488,C: 40-60k
22503,C: 40-60k
22504,D: 60-80k
22508,D: 60-80k
22511,C: 40-60k
22514,C: 40-60k
22520,C: 40-60k
22529,B: 20-40k
22534,C: 40-60k
22535,C: 40-60k
22538,F: 100-120k
22539,C: 40-60k
22542,D: 60-80k
22546,D: 60-80k
22551,D: 60-80k
22553,E: 80-100k
22554,F: 100-120k
22556,F: 100-120k
22560,B: 20-40k
22567,C: 40-60k
22572,C: 40-60k
22576,C: 40-60k
22578,C: 40-60k
22580,C: 40-60k
22601,C: 40-60k
22602,D: 60-80k
22603,C: 40-60k
22610,C: 40-60k
22611,D: 60-80k
22620,E: 80-100k
22623,D: 60-80k
22624,C: 40-60k
22625,E: 80-100k
22627,D: 60-80k
22630,C: 40-60k
22637,D: 60-80k
22639,E: 80-100k
22640,C: 40-60k
22641,B: 20-40k
22642,E: 80-100k
22643,E: 80-100k
22644,C: 40-60k
22645,D: 60-80k
22646,D: 60-80k
22650,D: 60-80k
22652,D: 60-80k
22654,E: 80-100k
22655,D: 60-80k
22656,D: 60-80k
22657,C: 40-60k
22660,C: 40-60k
22663,D: 60-80k
22664,C: 40-60k
22701,D: 60-80k
22709,B: 20-40k
22712,E: 80-100k
22713,D: 60-80k
22714,D: 60-80k
22715,D: 60-80k
22716,D: 60-80k
22718,D: 60-80k
22719,B: 20-40k
22720,E: 80-100k
22724,F: 100-120k
22726,C: 40-60k
22727,C: 40-60k
22728,E: 80-100k
22729,C: 40-60k
22733,E: 80-100k
22734,D: 60-80k
22735,D: 60-80k
22736,E: 80-100k
22737,D: 60-80k
22738,B: 20-40k
22740,C: 40-60k
22741,D: 60-80k
22742,D: 60-80k
22743,F: 100-120k
22747,C: 40-60k
22749,C: 40-60k
22801,C: 40-60k
22802,C: 40-60k
22810,C: 40-60k
22811,C: 40-60k
22812,C: 40-60k
22815,C: 40-60k
22820,B: 20-40k
22821,C: 40-60k
22824,C: 40-60k
22827,C: 40-60k
22830,C: 40-60k
22831,D: 60-80k
22832,C: 40-60k
22834,C: 40-60k
22835,C: 40-60k
22840,D: 60-80k
22841,C: 40-60k
22842,C: 40-60k
22843,C: 40-60k
22844,C: 40-60k
22846,D: 60-80k
22847,D: 60-80k
22849,C: 40-60k
22850,C: 40-60k
22851,B: 20-40k
22853,C: 40-60k
22901,D: 60-80k
22902,C: 40-60k
22903,C: 40-60k
22911,D: 60-80k
22920,C: 40-60k
22922,C: 40-60k
22923,D: 60-80k
22932,D: 60-80k
22935,B: 20-40k
22936,F: 100-120k
22937,C: 40-60k
22938,D: 60-80k
22939,D: 60-80k
22940,C: 40-60k
22942,C: 40-60k
22946,D: 60-80k
22947,D: 60-80k
22949,B: 20-40k
22952,C: 40-60k
22958,D: 60-80k
22959,D: 60-80k
22960,C: 40-60k
22963,D: 60-80k
22964,C: 40-60k
22967,C: 40-60k
22968,D: 60-80k
22969,D: 60-80k
22971,C: 40-60k
22973,C: 40-60k
22974,E: 80-100k
22976,B: 20-40k
22980,C: 40-60k
23002,C: 40-60k
23004,C: 40-60k
23005,C: 40-60k
23009,D: 60-80k
23011,C: 40-60k
23015,D: 60-80k
23021,E: 80-100k
23022,D: 60-80k
23024,C: 40-60k
23025,D: 60-80k
23027,B: 20-40k
23030,C: 40-60k
23032,C: 40-60k
23035,C: 40-60k
23038,B: 20-40k
23039,D: 60-80k
23040,C: 40-60k
23043,C: 40-60k
23047,D: 60-80k
23050,C: 40-60k
23055,D: 60-80k
23056,C: 40-60k
23059,F: 100-120k
23060,D: 60-80k
23061,D: 60-80k
23062,C: 40-60k
23063,D: 60-80k
23065,D: 60-80k
23066,C: 40-60k
23068,D: 60-80k
23069,D: 60-80k
23070,F: 100-120k
23071,E: 80-100k
23072,C: 40-60k
23075,C: 40-60k
23076,E: 80-100k
23079,E: 80-100k
23083,C: 40-60k
23084,C: 40-60k
23085,B: 20-40k
23086,C: 40-60k
23089,C: 40-60k
23091,E: 80-100k
23092,D: 60-80k
23093,C: 40-60k
23102,E: 80-100k
23103,F: 100-120k
23106,B: 20-40k
23108,D: 60-80k
23109,D: 60-80k
23110,C: 40-60k
23111,D: 60-80k
23112,E: 80-100k
23113,F: 100-120k
23114,E: 80-100k
23115,B: 20-40k
23116,E: 80-100k
23117,D: 60-80k
23119,D: 60-80k
23120,G: 120-140k
23123,B: 20-40k
23124,D: 60-80k
23125,B: 20-40k
23126,C: 40-60k
23128,D: 60-80k
23129,F: 100-120k
23139,D: 60-80k
23140,D: 60-80k
23141,D: 60-80k
23146,E: 80-100k
23148,C: 40-60k
23149,C: 40-60k
23150,C: 40-60k
23153,D: 60-80k
23156,C: 40-60k
23161,C: 40-60k
23168,E: 80-100k
23169,C: 40-60k
23175,B: 20-40k
23176,C: 40-60k
23177,C: 40-60k
23180,C: 40-60k
23181,D: 60-80k
23185,D: 60-80k
